"","owner","period","player","actual_fantasy_points","lineup"
"3956","edward",41,"Zach LaVine",0,12
"3957","edward",41,"Gordon Hayward",0,11
"3958","edward",41,"CJ McCollum",14,1
"3959","edward",41,"Goran Dragic",0,11
"3960","edward",41,"Buddy Hield",7,12
"3961","edward",42,"Anthony Davis",49,3
"3962","edward",42,"Karl-Anthony Towns",22,4
"3963","edward",42,"Kyle Lowry",0,0
"3964","edward",42,"DeMar DeRozan",22,2
"3965","edward",42,"Kemba Walker",24,5
"3966","edward",42,"Brandon Ingram",0,11
"3967","edward",42,"Al Horford",31,12
"3968","edward",42,"Aaron Gordon",3,6
"3969","edward",42,"Zach LaVine",19,12
"3970","edward",42,"Gordon Hayward",13,11
"3971","edward",42,"CJ McCollum",0,1
"3972","edward",42,"Goran Dragic",0,11
"3973","edward",42,"Buddy Hield",0,12
"3974","edward",43,"Anthony Davis",0,3
"3975","edward",43,"Karl-Anthony Towns",0,4
"3976","edward",43,"Kyle Lowry",22,0
"3977","edward",43,"DeMar DeRozan",0,2
"3978","edward",43,"Kemba Walker",0,5
"3979","edward",43,"Brandon Ingram",14,11
"3980","edward",43,"Al Horford",0,12
"3981","edward",43,"Aaron Gordon",0,6
"3982","edward",43,"Zach LaVine",0,12
"3983","edward",43,"Gordon Hayward",0,11
"3984","edward",43,"CJ McCollum",0,1
"3985","edward",43,"Buddy Hield",0,12
"3986","edward",43,"Lou Williams",0,12
"3987","edward",44,"Anthony Davis",39,3
"3988","edward",44,"Karl-Anthony Towns",32,4
"3989","edward",44,"Kyle Lowry",0,0
"3990","edward",44,"DeMar DeRozan",16,2
"3991","edward",44,"Kemba Walker",21,5
"3992","edward",44,"Brandon Ingram",0,12
"3993","edward",44,"Al Horford",0,12
"3994","edward",44,"Aaron Gordon",0,6
"3995","edward",44,"Zach LaVine",32,11
"3996","edward",44,"Gordon Hayward",0,12
"3997","edward",44,"CJ McCollum",12,1
"3998","edward",44,"Buddy Hield",0,12
"3999","edward",44,"Lou Williams",20,11
"4000","edward",45,"Anthony Davis",0,3
"4001","edward",45,"Karl-Anthony Towns",0,4
"4002","edward",45,"Kyle Lowry",28,0
"4003","edward",45,"DeMar DeRozan",0,2
"4004","edward",45,"Kemba Walker",0,5
"4005","edward",45,"Brandon Ingram",17,11
"4006","edward",45,"Al Horford",0,12
"4007","edward",45,"Aaron Gordon",0,6
"4008","edward",45,"Zach LaVine",0,12
"4009","edward",45,"Gordon Hayward",0,12
"4010","edward",45,"CJ McCollum",0,1
"4011","edward",45,"Buddy Hield",7,11
"4012","edward",45,"Lou Williams",5,11
"4013","edward",46,"Anthony Davis",56,3
"4014","edward",46,"Karl-Anthony Towns",0,4
"4015","edward",46,"Kyle Lowry",0,0
"4016","edward",46,"DeMar DeRozan",17,2
"4017","edward",46,"Kemba Walker",21,5
"4018","edward",46,"Brandon Ingram",16,11
"4019","edward",46,"Al Horford",0,11
"4020","edward",46,"Aaron Gordon",25,6
"4021","edward",46,"Zach LaVine",8,11
"4022","edward",46,"Gordon Hayward",17,12
"4023","edward",46,"CJ McCollum",34,1
"4024","edward",46,"Buddy Hield",0,12
"4025","edward",46,"Lou Williams",0,12
"4026","edward",47,"Anthony Davis",0,3
"4027","edward",47,"Karl-Anthony Towns",25,4
"4028","edward",47,"Kyle Lowry",0,0
"4029","edward",47,"DeMar DeRozan",0,2
"4030","edward",47,"Kemba Walker",0,5
"4031","edward",47,"Brandon Ingram",0,12
"4032","edward",47,"Al Horford",17,11
"4033","edward",47,"Aaron Gordon",0,12
"4034","edward",47,"Zach LaVine",40,11
"4035","edward",47,"Gordon Hayward",43,6
"4036","edward",47,"CJ McCollum",0,1
"4037","edward",47,"Buddy Hield",15,11
"4038","edward",47,"Lou Williams",0,12
"4039","edward",48,"Anthony Davis",66,3
"4040","edward",48,"Karl-Anthony Towns",0,4
"4041","edward",48,"Kyle Lowry",0,0
"4042","edward",48,"DeMar DeRozan",38,2
"4043","edward",48,"Kemba Walker",12,5
"4044","edward",48,"Brandon Ingram",10,11
"4045","edward",48,"Al Horford",0,11
"4046","edward",48,"Aaron Gordon",0,12
"4047","edward",48,"Zach LaVine",0,11
"4048","edward",48,"Gordon Hayward",0,6
"4049","edward",48,"CJ McCollum",17,1
"4050","edward",48,"Buddy Hield",0,12
"4051","edward",48,"Lou Williams",21,12
"4052","edward",49,"Anthony Davis",48,3
"4053","edward",49,"Karl-Anthony Towns",32,4
"4054","edward",49,"Kyle Lowry",22,0
"4055","edward",49,"DeMar DeRozan",0,2
"4056","edward",49,"Kemba Walker",0,5
"4057","edward",49,"Al Horford",0,11
"4058","edward",49,"Aaron Gordon",0,6
"4059","edward",49,"Zach LaVine",0,12
"4060","edward",49,"CJ McCollum",0,1
"4061","edward",49,"Buddy Hield",0,12
"4062","edward",49,"Lou Williams",22,11
"4063","edward",49,"Ricky Rubio",0,12
"4064","edward",49,"Myles Turner",0,11
"4065","edward",50,"Anthony Davis",0,3
"4066","edward",50,"Karl-Anthony Towns",0,4
"4067","edward",50,"Kyle Lowry",0,0
"4068","edward",50,"DeMar DeRozan",19,2
"4069","edward",50,"Kemba Walker",0,12
"4070","edward",50,"Al Horford",0,12
"4071","edward",50,"Aaron Gordon",33,6
"4072","edward",50,"Zach LaVine",15,11
"4073","edward",50,"CJ McCollum",17,1
"4074","edward",50,"Buddy Hield",21,11
"4075","edward",50,"Lou Williams",0,12
"4076","edward",50,"Ricky Rubio",23,5
"4077","edward",50,"Myles Turner",38,11
"4078","edward",51,"Anthony Davis",48,3
"4079","edward",51,"Karl-Anthony Towns",63,4
"4080","edward",51,"Kyle Lowry",17,0
"4081","edward",51,"DeMar DeRozan",31,2
"4082","edward",51,"Kemba Walker",13,5
"4083","edward",51,"Al Horford",0,12
"4084","edward",51,"Aaron Gordon",24,6
"4085","edward",51,"Zach LaVine",0,12
"4086","edward",51,"CJ McCollum",0,1
"4087","edward",51,"Buddy Hield",0,11
"4088","edward",51,"Lou Williams",7,11
"4089","edward",51,"Ricky Rubio",0,12
"4090","edward",51,"Myles Turner",0,11
"4091","edward",52,"Anthony Davis",0,3
"4092","edward",52,"Karl-Anthony Towns",0,4
"4093","edward",52,"Kyle Lowry",0,0
"4094","edward",52,"DeMar DeRozan",0,2
"4095","edward",52,"Kemba Walker",0,5
"4096","edward",52,"Al Horford",40,11
"4097","edward",52,"Aaron Gordon",0,6
"4098","edward",52,"Zach LaVine",0,12
"4099","edward",52,"CJ McCollum",0,1
"4100","edward",52,"Buddy Hield",0,11
"4101","edward",52,"Lou Williams",0,12
"4102","edward",52,"Ricky Rubio",16,11
"4103","edward",52,"Myles Turner",0,12
"4104","edward",53,"Anthony Davis",43,3
"4105","edward",53,"Karl-Anthony Towns",0,4
"4106","edward",53,"Kyle Lowry",11,0
"4107","edward",53,"DeMar DeRozan",45,2
"4108","edward",53,"Kemba Walker",28,5
"4109","edward",53,"Al Horford",0,12
"4110","edward",53,"Aaron Gordon",30,6
"4111","edward",53,"Zach LaVine",24,11
"4112","edward",53,"CJ McCollum",0,1
"4113","edward",53,"Buddy Hield",28,11
"4114","edward",53,"Lou Williams",0,12
"4115","edward",53,"Ricky Rubio",0,12
"4116","edward",53,"Myles Turner",14,11
"4117","edward",54,"Anthony Davis",0,3
"4118","edward",54,"Karl-Anthony Towns",24,4
"4119","edward",54,"Kyle Lowry",0,0
"4120","edward",54,"DeMar DeRozan",0,2
"4121","edward",54,"Kemba Walker",0,12
"4122","edward",54,"Al Horford",0,11
"4123","edward",54,"Aaron Gordon",0,6
"4124","edward",54,"Zach LaVine",12,5
"4125","edward",54,"CJ McCollum",28,1
"4126","edward",54,"Buddy Hield",11,12
"4127","edward",54,"Lou Williams",13,11
"4128","edward",54,"Ricky Rubio",0,12
"4129","edward",54,"Myles Turner",25,11
"4130","edward",55,"Anthony Davis",26,3
"4131","edward",55,"Karl-Anthony Towns",0,4
"4132","edward",55,"Kyle Lowry",7,0
"4133","edward",55,"DeMar DeRozan",36,2
"4134","edward",55,"Kemba Walker",35,5
"4135","edward",55,"Al Horford",0,12
"4136","edward",55,"Aaron Gordon",0,6
"4137","edward",55,"Zach LaVine",0,12
"4138","edward",55,"CJ McCollum",0,1
"4139","edward",55,"Buddy Hield",0,12
"4140","edward",55,"Lou Williams",0,11
"4141","edward",55,"Ricky Rubio",18,11
"4142","edward",55,"Myles Turner",0,11
"4143","edward",56,"Anthony Davis",43,3
"4144","edward",56,"Karl-Anthony Towns",37,4
"4145","edward",56,"Kyle Lowry",0,12
"4146","edward",56,"DeMar DeRozan",0,2
"4147","edward",56,"Kemba Walker",0,12
"4148","edward",56,"Al Horford",0,11
"4149","edward",56,"Aaron Gordon",2,6
"4150","edward",56,"Zach LaVine",20,5
"4151","edward",56,"CJ McCollum",0,12
"4152","edward",56,"Lou Williams",13,1
"4153","edward",56,"Ricky Rubio",12,0
"4154","edward",56,"Myles Turner",48,11
"4155","edward",56,"Willie Cauley-Stein",32,11
"4156","edward",57,"Anthony Davis",0,3
"4157","edward",57,"Karl-Anthony Towns",0,4
"4158","edward",57,"Kyle Lowry",32,11
"4159","edward",57,"DeMar DeRozan",10,2
"4160","edward",57,"Kemba Walker",0,12
"4161","edward",57,"Al Horford",0,11
"4162","edward",57,"Aaron Gordon",0,6
"4163","edward",57,"Zach LaVine",0,12
"4164","edward",57,"CJ McCollum",17,11
"4165","edward",57,"Lou Williams",0,1
"4166","edward",57,"Ricky Rubio",0,0
"4167","edward",57,"Myles Turner",0,12
"4168","edward",57,"Willie Cauley-Stein",0,12
"4169","edward",58,"Anthony Davis",54,6
"4170","edward",58,"Karl-Anthony Towns",34,4
"4171","edward",58,"Kyle Lowry",37,5
"4172","edward",58,"DeMar DeRozan",0,2
"4173","edward",58,"Kemba Walker",34,0
"4174","edward",58,"Al Horford",0,11
"4175","edward",58,"Aaron Gordon",0,12
"4176","edward",58,"Zach LaVine",0,12
"4177","edward",58,"CJ McCollum",37,1
"4178","edward",58,"Lou Williams",0,12
"4179","edward",58,"Ricky Rubio",14,12
"4180","edward",58,"Myles Turner",28,11
"4181","edward",58,"Willie Cauley-Stein",24,11
"4182","edward",59,"Anthony Davis",0,3
"4183","edward",59,"Karl-Anthony Towns",0,4
"4184","edward",59,"Kyle Lowry",0,11
"4185","edward",59,"DeMar DeRozan",17,2
"4186","edward",59,"Kemba Walker",0,12
"4187","edward",59,"Al Horford",0,12
"4188","edward",59,"Aaron Gordon",9,6
"4189","edward",59,"Zach LaVine",22,11
"4190","edward",59,"CJ McCollum",0,1
"4191","edward",59,"Lou Williams",0,11
"4192","edward",59,"Ricky Rubio",0,0
"4193","edward",59,"Myles Turner",0,12
"4194","edward",59,"Willie Cauley-Stein",0,12
"4195","edward",60,"Anthony Davis",0,3
"4196","edward",60,"Karl-Anthony Towns",0,12
"4197","edward",60,"Kyle Lowry",0,5
"4198","edward",60,"DeMar DeRozan",0,2
"4199","edward",60,"Kemba Walker",18,11
"4200","edward",60,"Al Horford",0,11
"4201","edward",60,"Aaron Gordon",0,6
"4202","edward",60,"Zach LaVine",0,12
"4203","edward",60,"CJ McCollum",21,1
"4204","edward",60,"Lou Williams",0,12
"4205","edward",60,"Ricky Rubio",0,0
"4206","edward",60,"Myles Turner",13,4
"4207","edward",60,"Willie Cauley-Stein",32,11
"4208","edward",61,"Anthony Davis",0,3
"4209","edward",61,"Karl-Anthony Towns",40,4
"4210","edward",61,"Kyle Lowry",0,12
"4211","edward",61,"DeMar DeRozan",12,2
"4212","edward",61,"Kemba Walker",-6,11
"4213","edward",61,"Al Horford",0,11
"4214","edward",61,"Aaron Gordon",6,6
"4215","edward",61,"Zach LaVine",0,11
"4216","edward",61,"CJ McCollum",0,1
"4217","edward",61,"Lou Williams",0,5
"4218","edward",61,"Ricky Rubio",16,0
"4219","edward",61,"Myles Turner",0,12
"4220","edward",61,"Willie Cauley-Stein",0,12
"4221","edward",62,"Anthony Davis",53,3
"4222","edward",62,"Karl-Anthony Towns",0,4
"4223","edward",62,"Kyle Lowry",0,11
"4224","edward",62,"DeMar DeRozan",0,2
"4225","edward",62,"Kemba Walker",0,12
"4226","edward",62,"Al Horford",0,12
"4227","edward",62,"Aaron Gordon",0,6
"4228","edward",62,"Zach LaVine",0,12
"4229","edward",62,"CJ McCollum",0,1
"4230","edward",62,"Lou Williams",0,5
"4231","edward",62,"Ricky Rubio",0,0
"4232","edward",62,"Myles Turner",25,11
"4233","edward",62,"Willie Cauley-Stein",22,11
"4234","edward",63,"Anthony Davis",0,3
"4235","edward",63,"Karl-Anthony Towns",33,4
"4236","edward",63,"Kyle Lowry",0,11
"4237","edward",63,"DeMar DeRozan",26,2
"4238","edward",63,"Kemba Walker",0,12
"4239","edward",63,"Al Horford",0,12
"4240","edward",63,"Aaron Gordon",0,6
"4241","edward",63,"Zach LaVine",0,12
"4242","edward",63,"CJ McCollum",27,1
"4243","edward",63,"Lou Williams",0,5
"4244","edward",63,"Ricky Rubio",11,0
"4245","edward",63,"Myles Turner",0,11
"4246","edward",63,"Willie Cauley-Stein",4,11
"4247","edward",64,"Anthony Davis",0,3
"4248","edward",64,"Karl-Anthony Towns",0,4
"4249","edward",64,"Kyle Lowry",0,11
"4250","edward",64,"DeMar DeRozan",0,2
"4251","edward",64,"Kemba Walker",0,12
"4252","edward",64,"Al Horford",0,12
"4253","edward",64,"Aaron Gordon",0,6
"4254","edward",64,"Zach LaVine",0,12
"4255","edward",64,"CJ McCollum",0,1
"4256","edward",64,"Ricky Rubio",0,0
"4257","edward",64,"Myles Turner",28,11
"4258","edward",64,"Willie Cauley-Stein",0,11
"4259","edward",64,"Derrick Favors",0,12
"4260","edward",65,"Anthony Davis",42,3
"4261","edward",65,"Karl-Anthony Towns",25,4
"4262","edward",65,"Kyle Lowry",0,12
"4263","edward",65,"DeMar DeRozan",26,2
"4264","edward",65,"Kemba Walker",31,5
"4265","edward",65,"Al Horford",0,12
"4266","edward",65,"Aaron Gordon",17,6
"4267","edward",65,"Zach LaVine",0,12
"4268","edward",65,"CJ McCollum",5,1
"4269","edward",65,"Ricky Rubio",6,0
"4270","edward",65,"Myles Turner",38,11
"4271","edward",65,"Willie Cauley-Stein",24,11
"4272","edward",65,"Derrick Favors",20,11
"4273","edward",66,"Anthony Davis",0,3
"4274","edward",66,"Karl-Anthony Towns",0,4
"4275","edward",66,"Kyle Lowry",0,12
"4276","edward",66,"DeMar DeRozan",0,2
"4277","edward",66,"Kemba Walker",0,5
"4278","edward",66,"Al Horford",0,12
"4279","edward",66,"Aaron Gordon",0,6
"4280","edward",66,"Zach LaVine",0,12
"4281","edward",66,"CJ McCollum",0,1
"4282","edward",66,"Ricky Rubio",0,0
"4283","edward",66,"Myles Turner",0,11
"4284","edward",66,"Willie Cauley-Stein",0,11
"4285","edward",66,"Derrick Favors",0,11
"4286","daniel",1,"LeBron James",0,2
"4287","daniel",1,"Ben Simmons",45,0
"4288","daniel",1,"Joel Embiid",26,4
"4289","daniel",1,"Kyrie Irving",3,5
"4290","daniel",1,"Gordon Hayward",18,1
"4291","daniel",1,"Devin Booker",0,12
"4292","daniel",1,"Klay Thompson",1,11
"4293","daniel",1,"Carmelo Anthony",0,3
"4294","daniel",1,"Andrew Wiggins",0,12
"4295","daniel",1,"Hassan Whiteside",0,12
"4296","daniel",1,"Andre Iguodala",5,11
"4297","daniel",1,"Jordan Bell",5,6
"4298","daniel",1,"Nerlens Noel",15,11
"4299","daniel",2,"LeBron James",0,2
"4300","daniel",2,"Ben Simmons",0,0
"4301","daniel",2,"Joel Embiid",0,4
"4302","daniel",2,"Kyrie Irving",0,12
"4303","daniel",2,"Gordon Hayward",0,12
"4304","daniel",2,"Devin Booker",35,5
"4305","daniel",2,"Klay Thompson",0,12
"4306","daniel",2,"Carmelo Anthony",5,3
"4307","daniel",2,"Andrew Wiggins",20,1
"4308","daniel",2,"Hassan Whiteside",28,11
"4309","daniel",2,"Reggie Bullock",0,6
"4310","daniel",2,"Willie Cauley-Stein",35,11
"4311","daniel",2,"T.J. Warren",15,11
"4312","daniel",3,"LeBron James",33,2
"4313","daniel",3,"Ben Simmons",40,0
"4314","daniel",3,"Joel Embiid",51,4
"4315","daniel",3,"Kyrie Irving",0,12
"4316","daniel",3,"Gordon Hayward",0,12
"4317","daniel",3,"Devin Booker",0,5
"4318","daniel",3,"Klay Thompson",0,12
"4319","daniel",3,"Carmelo Anthony",0,3
"4320","daniel",3,"Andrew Wiggins",0,1
"4321","daniel",3,"Hassan Whiteside",15,11
"4322","daniel",3,"Jusuf Nurkic",22,11
"4323","daniel",3,"Wendell Carter Jr.",10,6
"4324","daniel",3,"JaVale McGee",32,11
"4325","daniel",4,"LeBron James",0,12
"4326","daniel",4,"Ben Simmons",0,12
"4327","daniel",4,"Joel Embiid",0,4
"4328","daniel",4,"Kyrie Irving",23,0
"4329","daniel",4,"Gordon Hayward",18,2
"4330","daniel",4,"Devin Booker",0,12
"4331","daniel",4,"Klay Thompson",13,5
"4332","daniel",4,"Carmelo Anthony",0,3
"4333","daniel",4,"Andrew Wiggins",22,1
"4334","daniel",4,"Hassan Whiteside",0,11
"4335","daniel",4,"Jusuf Nurkic",0,11
"4336","daniel",4,"Wendell Carter Jr.",0,6
"4337","daniel",4,"JaVale McGee",0,11
"4338","daniel",5,"LeBron James",27,3
"4339","daniel",5,"Ben Simmons",7,2
"4340","daniel",5,"Joel Embiid",31,4
"4341","daniel",5,"Kyrie Irving",14,0
"4342","daniel",5,"Gordon Hayward",0,6
"4343","daniel",5,"Devin Booker",18,5
"4344","daniel",5,"Klay Thompson",0,12
"4345","daniel",5,"Carmelo Anthony",12,12
"4346","daniel",5,"Andrew Wiggins",18,1
"4347","daniel",5,"Hassan Whiteside",25,11
"4348","daniel",5,"Jusuf Nurkic",20,11
"4349","daniel",5,"Wendell Carter Jr.",13,12
"4350","daniel",5,"JaVale McGee",32,11
"4351","daniel",6,"LeBron James",0,3
"4352","daniel",6,"Ben Simmons",0,12
"4353","daniel",6,"Joel Embiid",0,4
"4354","daniel",6,"Kyrie Irving",0,0
"4355","daniel",6,"Gordon Hayward",0,12
"4356","daniel",6,"Devin Booker",0,5
"4357","daniel",6,"Klay Thompson",16,1
"4358","daniel",6,"Carmelo Anthony",10,2
"4359","daniel",6,"Andrew Wiggins",0,12
"4360","daniel",6,"Hassan Whiteside",0,11
"4361","daniel",6,"Jusuf Nurkic",0,11
"4362","daniel",6,"Wendell Carter Jr.",0,6
"4363","daniel",6,"JaVale McGee",0,11
"4364","daniel",7,"LeBron James",38,3
"4365","daniel",7,"Ben Simmons",0,12
"4366","daniel",7,"Joel Embiid",0,12
"4367","daniel",7,"Kyrie Irving",31,0
"4368","daniel",7,"Gordon Hayward",15,2
"4369","daniel",7,"Devin Booker",26,5
"4370","daniel",7,"Klay Thompson",21,1
"4371","daniel",7,"Andrew Wiggins",1,11
"4372","daniel",7,"Hassan Whiteside",0,12
"4373","daniel",7,"Jusuf Nurkic",39,4
"4374","daniel",7,"Wendell Carter Jr.",12,6
"4375","daniel",7,"JaVale McGee",23,11
"4376","daniel",7,"Josh Hart",30,11
"4377","daniel",8,"LeBron James",0,12
"4378","daniel",8,"Ben Simmons",0,0
"4379","daniel",8,"Joel Embiid",47,4
"4380","daniel",8,"Kyrie Irving",0,12
"4381","daniel",8,"Devin Booker",0,12
"4382","daniel",8,"Jusuf Nurkic",0,12
"4383","daniel",8,"JaVale McGee",0,12
"4384","daniel",8,"Josh Hart",0,12
"4385","daniel",8,"De'Aaron Fox",7,5
"4386","daniel",8,"Willie Cauley-Stein",20,11
"4387","daniel",8,"Danilo Gallinari",30,2
"4388","daniel",8,"Nemanja Bjelica",8,3
"4389","daniel",8,"Iman Shumpert",18,1
"4390","daniel",9,"LeBron James",36,3
"4391","daniel",9,"Ben Simmons",25,6
"4392","daniel",9,"Joel Embiid",44,4
"4393","daniel",9,"Kyrie Irving",0,12
"4394","daniel",9,"Devin Booker",23,1
"4395","daniel",9,"Jusuf Nurkic",0,12
"4396","daniel",9,"JaVale McGee",35,11
"4397","daniel",9,"Josh Hart",20,11
"4398","daniel",9,"De'Aaron Fox",28,0
"4399","daniel",9,"Willie Cauley-Stein",21,11
"4400","daniel",9,"Danilo Gallinari",0,12
"4401","daniel",9,"Nemanja Bjelica",39,2
"4402","daniel",9,"Iman Shumpert",0,5
"4403","daniel",10,"LeBron James",47,3
"4404","daniel",10,"Ben Simmons",0,6
"4405","daniel",10,"Joel Embiid",0,12
"4406","daniel",10,"Kyrie Irving",12,0
"4407","daniel",10,"Devin Booker",0,12
"4408","daniel",10,"Jusuf Nurkic",28,4
"4409","daniel",10,"JaVale McGee",30,11
"4410","daniel",10,"Josh Hart",14,11
"4411","daniel",10,"De'Aaron Fox",0,12
"4412","daniel",10,"Willie Cauley-Stein",0,11
"4413","daniel",10,"Danilo Gallinari",0,12
"4414","daniel",10,"Nemanja Bjelica",0,12
"4415","daniel",10,"Iman Shumpert",0,12
"4416","daniel",11,"LeBron James",0,3
"4417","daniel",11,"Ben Simmons",0,12
"4418","daniel",11,"Joel Embiid",0,12
"4419","daniel",11,"Kyrie Irving",0,12
"4420","daniel",11,"Devin Booker",0,12
"4421","daniel",11,"Jusuf Nurkic",0,4
"4422","daniel",11,"JaVale McGee",0,11
"4423","daniel",11,"Josh Hart",0,11
"4424","daniel",11,"De'Aaron Fox",20,0
"4425","daniel",11,"Willie Cauley-Stein",27,11
"4426","daniel",11,"Danilo Gallinari",23,2
"4427","daniel",11,"Nemanja Bjelica",38,6
"4428","daniel",11,"Elfrid Payton",15,5
"4429","daniel",12,"LeBron James",43,3
"4430","daniel",12,"Ben Simmons",11,2
"4431","daniel",12,"Joel Embiid",35,4
"4432","daniel",12,"Kyrie Irving",15,5
"4433","daniel",12,"Devin Booker",0,1
"4434","daniel",12,"Jusuf Nurkic",10,11
"4435","daniel",12,"JaVale McGee",20,11
"4436","daniel",12,"Josh Hart",5,11
"4437","daniel",12,"De'Aaron Fox",0,12
"4438","daniel",12,"Willie Cauley-Stein",0,12
"4439","daniel",12,"Danilo Gallinari",0,12
"4440","daniel",12,"Nemanja Bjelica",0,6
"4441","daniel",12,"Elfrid Payton",3,0
"4442","daniel",13,"LeBron James",0,3
"4443","daniel",13,"Ben Simmons",0,12
"4444","daniel",13,"Joel Embiid",0,4
"4445","daniel",13,"Kyrie Irving",0,5
"4446","daniel",13,"Devin Booker",0,1
"4447","daniel",13,"Jusuf Nurkic",0,11
"4448","daniel",13,"JaVale McGee",0,11
"4449","daniel",13,"Josh Hart",0,11
"4450","daniel",13,"De'Aaron Fox",0,12
"4451","daniel",13,"Willie Cauley-Stein",0,12
"4452","daniel",13,"Danilo Gallinari",17,2
"4453","daniel",13,"Nemanja Bjelica",0,6
"4454","daniel",13,"Elfrid Payton",0,12
"4455","daniel",14,"LeBron James",41,3
"4456","daniel",14,"Ben Simmons",40,2
"4457","daniel",14,"Joel Embiid",18,4
"4458","daniel",14,"Kyrie Irving",0,12
"4459","daniel",14,"Devin Booker",0,12
"4460","daniel",14,"Jusuf Nurkic",6,11
"4461","daniel",14,"JaVale McGee",27,11
"4462","daniel",14,"Josh Hart",9,1
"4463","daniel",14,"De'Aaron Fox",26,0
"4464","daniel",14,"Willie Cauley-Stein",34,11
"4465","daniel",14,"Danilo Gallinari",0,12
"4466","daniel",14,"Nemanja Bjelica",27,6
"4467","daniel",14,"Kent Bazemore",20,5
"4468","daniel",15,"LeBron James",0,12
"4469","daniel",15,"Ben Simmons",10,2
"4470","daniel",15,"Joel Embiid",36,4
"4471","daniel",15,"Kyrie Irving",35,0
"4472","daniel",15,"Devin Booker",0,12
"4473","daniel",15,"Jusuf Nurkic",30,11
"4474","daniel",15,"JaVale McGee",0,12
"4475","daniel",15,"De'Aaron Fox",12,5
"4476","daniel",15,"Willie Cauley-Stein",17,11
"4477","daniel",15,"Danilo Gallinari",27,3
"4478","daniel",15,"Nemanja Bjelica",30,6
"4479","daniel",15,"Kent Bazemore",15,1
"4480","daniel",15,"Klay Thompson",0,11
"4481","daniel",16,"LeBron James",36,2
"4482","daniel",16,"Ben Simmons",0,0
"4483","daniel",16,"Joel Embiid",0,4
"4484","daniel",16,"Kyrie Irving",0,12
"4485","daniel",16,"Devin Booker",0,5
"4486","daniel",16,"Jusuf Nurkic",0,11
"4487","daniel",16,"JaVale McGee",43,11
"4488","daniel",16,"De'Aaron Fox",0,12
"4489","daniel",16,"Willie Cauley-Stein",0,11
"4490","daniel",16,"Danilo Gallinari",0,12
"4491","daniel",16,"Nemanja Bjelica",0,6
"4492","daniel",16,"Klay Thompson",14,1
"4493","daniel",16,"Paul Millsap",28,3
"4494","daniel",17,"LeBron James",0,12
"4495","daniel",17,"Ben Simmons",24,2
"4496","daniel",17,"Joel Embiid",46,4
"4497","daniel",17,"Kyrie Irving",35,0
"4498","daniel",17,"Devin Booker",0,1
"4499","daniel",17,"Jusuf Nurkic",26,11
"4500","daniel",17,"JaVale McGee",0,12
"4501","daniel",17,"De'Aaron Fox",51,5
"4502","daniel",17,"Willie Cauley-Stein",22,11
"4503","daniel",17,"Danilo Gallinari",24,3
"4504","daniel",17,"Nemanja Bjelica",23,6
"4505","daniel",17,"Klay Thompson",0,12
"4506","daniel",17,"Paul Millsap",22,11
"4507","daniel",18,"LeBron James",0,12
"4508","daniel",18,"Ben Simmons",0,2
"4509","daniel",18,"Joel Embiid",0,4
"4510","daniel",18,"Kyrie Irving",0,0
"4511","daniel",18,"Devin Booker",18,1
"4512","daniel",18,"Jusuf Nurkic",0,11
"4513","daniel",18,"JaVale McGee",0,12
"4514","daniel",18,"De'Aaron Fox",0,12
"4515","daniel",18,"Willie Cauley-Stein",0,11
"4516","daniel",18,"Danilo Gallinari",15,3
"4517","daniel",18,"Nemanja Bjelica",0,6
"4518","daniel",18,"Klay Thompson",17,5
"4519","daniel",18,"Paul Millsap",0,11
"4520","daniel",19,"LeBron James",30,3
"4521","daniel",19,"Ben Simmons",29,2
"4522","daniel",19,"Joel Embiid",46,4
"4523","daniel",19,"Kyrie Irving",21,0
"4524","daniel",19,"Devin Booker",0,1
"4525","daniel",19,"Jusuf Nurkic",26,11
"4526","daniel",19,"JaVale McGee",37,11
"4527","daniel",19,"De'Aaron Fox",0,12
"4528","daniel",19,"Willie Cauley-Stein",0,12
"4529","daniel",19,"Danilo Gallinari",0,12
"4530","daniel",19,"Nemanja Bjelica",0,6
"4531","daniel",19,"Klay Thompson",0,5
"4532","daniel",19,"Paul Millsap",22,11
"4533","daniel",20,"LeBron James",17,3
"4534","daniel",20,"Ben Simmons",34,2
"4535","daniel",20,"Joel Embiid",27,4
"4536","daniel",20,"Kyrie Irving",0,12
"4537","daniel",20,"Devin Booker",17,1
"4538","daniel",20,"Jusuf Nurkic",29,11
"4539","daniel",20,"JaVale McGee",15,11
"4540","daniel",20,"De'Aaron Fox",17,0
"4541","daniel",20,"Willie Cauley-Stein",12,11
"4542","daniel",20,"Danilo Gallinari",0,12
"4543","daniel",20,"Nemanja Bjelica",2,6
"4544","daniel",20,"Paul Millsap",0,12
"4545","daniel",20,"Serge Ibaka",49,12
"4546","daniel",21,"LeBron James",0,12
"4547","daniel",21,"Ben Simmons",0,12
"4548","daniel",21,"Joel Embiid",0,12
"4549","daniel",21,"Kyrie Irving",47,0
"4550","daniel",21,"Devin Booker",0,1
"4551","daniel",21,"Jusuf Nurkic",0,11
"4552","daniel",21,"JaVale McGee",0,11
"4553","daniel",21,"De'Aaron Fox",0,5
"4554","daniel",21,"Willie Cauley-Stein",0,11
"4555","daniel",21,"Danilo Gallinari",18,2
"4556","daniel",21,"Paul Millsap",15,6
"4557","daniel",21,"Serge Ibaka",21,3
"4558","daniel",21,"Julius Randle",43,4
